1413229044,2014-10-13 12:37:24,35.26242029,-120.67770298,353918054312018,7508110439, 
1414533919,2014-10-28 15:05:19,34.2476394,-119.25557784,353918054312018,1546391196,365,276.43511
1414534225,2014-10-28 15:10:25,34.24758078,-119.25561859,353918054312018,1546391197,306,293.83134
1414679234,2014-10-30 07:27:14,34.24738812,-119.25458619,353918054312018,1546620194,145009,6600.14027
1414679582,2014-10-30 07:33:02,34.24755602,-119.25452391,353918054312018,1546620195,348,558.47977
1414679936,2014-10-30 07:38:56,34.24771018,-119.25445468,353918054312018,1546620196,354,569.98817
1414681336,2014-10-30 08:02:16,34.24847145,-119.2541097,353918054312018,1546620201,1400,2830.05222
1414681649,2014-10-30 08:07:29,34.248684,-119.2540231,353918054312018,1546620202,313,742.97266
1414682020,2014-10-30 08:13:40,34.24897,-119.25391457,353918054312018,1546620203,371,962.39889
1414683382,2014-10-30 08:36:22,34.24920644,-119.25379913,353918054312018,1546620204,1362,920.67584
1414684801,2014-10-30 09:00:01,34.25006484,-119.25341975,353918054312018,1546620209,1419,3143.51479
1414686430,2014-10-30 09:27:10,34.25092209,-119.25304086,353918054312018,1546620213,1629,3139.29582
1414687043,2014-10-30 09:37:23,34.25103895,-119.2540073,353918054312018,1546620214,613,6170.09992
1414687284,2014-10-30 09:41:24,34.25087722,-119.25407684,353918054312018,1546620216,241,582.77307
1414688714,2014-10-30 10:05:14,34.24997747,-119.25448485,353918054312018,1546620220,1430,3345.95173
1414689018,2014-10-30 10:10:18,34.24980823,-119.2545628,353918054312018,1546620221,304,635.36835
1414689298,2014-10-30 10:14:58,34.24964011,-119.25462647,353918054312018,1546620222,280,565.12302
1414689598,2014-10-30 10:19:58,34.24948353,-119.25468961,353918054312018,1546620224,300,544.20391
1414689871,2014-10-30 10:24:31,34.2493409,-119.25476429,353918054312018,1546620225,273,581.42129
1414691276,2014-10-30 10:47:56,34.24862799,-119.25507617,353918054312018,1546620229,1405,2595.11016
1414691608,2014-10-30 10:53:28,34.24846808,-119.25514214,353918054312018,1546620230,332,562.85531
1414691979,2014-10-30 10:59:39,34.24828702,-119.2552109,353918054312018,1546620231,371,609.52357
1414695070,2014-10-30 11:51:10,34.24766357,-119.25549879,353918054312018,1546620234,3091,2344.41327
1414695394,2014-10-30 11:56:34,34.247517619999996,-119.25554032,353918054312018,1546620235,324,431.98313
1414695705,2014-10-30 12:01:45,34.24741545,-119.25558816,353918054312018,1546620236,311,387.51645
1414696039,2014-10-30 12:07:19,34.24727976,-119.25565313,353918054312018,1546620237,334,521.89040
1414696383,2014-10-30 12:13:03,34.24718423,-119.25569754,353918054312018,1546620238,344,360.72540
1414698141,2014-10-30 12:42:21,34.24669878,-119.25590575,353918054312018,1546620244,1758,1746.98694
1414698439,2014-10-30 12:47:19,34.24677325,-119.25588499,353918054312018,1546620243,298,218.75445
1414699859,2014-10-30 13:10:59,34.24680424,-119.25659963,353918054312018,1546620247,1420,4558.62134
1414700123,2014-10-30 13:15:23,34.2466988,-119.25665356,353918054312018,1546620248,264,423.20291
1414700522,2014-10-30 13:22:02,34.24661991,-119.25668331,353918054312018,1546620251,399,264.63623
1414700777,2014-10-30 13:26:17,34.2465304,-119.25673844,353918054312018,1546620250,255,409.20235
1414701032,2014-10-30 13:30:32,34.24643613,-119.25676388,353918054312018,1546620252,255,273.71229
1414702625,2014-10-30 13:57:05,34.2490709,-119.25560726,353918054312018,1546620255,1593,9610.87646
1414703761,2014-10-30 14:16:01,34.2492361,-119.25552019,353918054312018,1546620257,1136,676.42610
1414853940,2014-11-01 07:59:00,34.24996419,-119.25334583,353918054312018,1546620322,150179,13972.33872
1414853996,2014-11-01 07:59:56,34.24991832,-119.2533108,353918054312018,1546620323,56,247.82242
1414854631,2014-11-01 08:10:31,34.25023305,-119.25339082,353918054312018,1546620324,635,895.39978
1414857997,2014-11-01 09:06:37,34.25012889,-119.25360418,353918054312018,1546620327,3366,1382.44131
1414860108,2014-11-01 09:41:48,34.25010789,-119.25385911,353918054312018,1546620330,2111,1626.70987
1414862235,2014-11-01 10:17:15,34.2505326,-119.25412653,353918054312018,1546620334,2127,1973.51546
1414864406,2014-11-01 10:53:26,34.2505182,-119.25431665,353918054312018,1546620337,2171,1213.07145
1414868016,2014-11-01 11:53:36,34.2506363,-119.2544648,353918054312018,1546620339,3610,984.41418
1414870349,2014-11-01 12:32:29,34.25058669,-119.25472019,353918054312018,1546620342,2333,1633.02536
1415048372,2014-11-03 12:59:32,34.24622463,-119.25595746,353918054312018,A10528491,178023,12894.81170
1415048374,2014-11-03 12:59:34,34.24622075,-119.25595971,353918054312018,A10528518,2,16.97822
1415048393,2014-11-03 12:59:53,34.24619818,-119.25597587,353918054312018,A10480748,19,115.79659
1415048416,2014-11-03 13:00:16,34.24623115,-119.25596066,353918054312018,A10528519,23,123.91487
1415048419,2014-11-03 13:00:19,34.24623328,-119.25596183,353918054312018,A10528517,3,8.97188
1415048422,2014-11-03 13:00:22,34.2462336,-119.25595716,353918054312018,A10480749,3,29.79512
1415053036,2014-11-03 14:17:16,34.24882498,-119.25758414,353918054312018,A10528520,4614,12016.36834
1415053059,2014-11-03 14:17:39,34.24881172,-119.25756959,353918054312018,A10528521,23,97.84204
1415056046,2014-11-03 15:07:26,34.19191781,-119.16238058,353918054312018,A10528521,2987,621595.72231
1415056049,2014-11-03 15:07:29,34.19191724,-119.16238324,353918054312018,A10528520,3,17.01853
1415065832,2014-11-03 17:50:32,34.19174648,-119.16261496,353918054312018,A10528493,9783,1531.42617
1415065833,2014-11-03 17:50:33,34.19174648,-119.16261496,353918054312018,A10480752,1,0.00000
1415065834,2014-11-03 17:50:34,34.19174605,-119.16261598,353918054312018,A10480752,1,6.58365
1415065840,2014-11-03 17:50:40,34.19174677,-119.16261835,353918054312018,A10480751,6,15.21047
1415065841,2014-11-03 17:50:41,34.19174724,-119.16261804,353918054312018,A10528522,1,2.26471
1415065841,2014-11-03 17:50:41,34.19174724,-119.16261804,353918054312018,A10480751,0,0.00000
1415065842,2014-11-03 17:50:42,34.19174764,-119.16261777,353918054312018,A10528522,1,1.96187
1415065847,2014-11-03 17:50:47,34.19174838,-119.16261722,353918054312018,A10528492,5,3.91522
1415065848,2014-11-03 17:50:48,34.19174839,-119.16261721,353918054312018,A10528492,1,0.06797
1415123437,2014-11-04 09:50:37,34.15059485,-119.11807675,353918054312018,A10528527,57589,300145.80517
1415123438,2014-11-04 09:50:38,34.15060488,-119.11808165,353918054312018,A10480753,1,39.19391
1415131487,2014-11-04 12:04:47,34.25112676,-119.25742422,353918054312018,A10528536,8049,919541.56495
1415131491,2014-11-04 12:04:51,34.25112367,-119.25743015,353918054312018,A10528533,4,38.50554
1415131492,2014-11-04 12:04:52,34.25113134,-119.25742264,353918054312018,A10480755,1,51.14449
1415131496,2014-11-04 12:04:56,34.25113515,-119.25741181,353918054312018,A10528534,4,69.64650
1415131517,2014-11-04 12:05:17,34.25112185,-119.25745197,353918054312018,A10480757,21,258.02401
1415131520,2014-11-04 12:05:20,34.25114483,-119.2574344,353918054312018,A10528531,3,124.27054
1415131623,2014-11-04 12:07:03,34.25115719,-119.25745014,353918054312018,A10480756,103,104.46539
1415131630,2014-11-04 12:07:10,34.25115815,-119.2574597,353918054312018,A10528531,7,61.01591
1415131634,2014-11-04 12:07:14,34.25115445,-119.25746305,353918054312018,A10480757,4,23.05046
1415131645,2014-11-04 12:07:25,34.25112134,-119.25742868,353918054312018,A10528536,11,232.47470
1415131648,2014-11-04 12:07:28,34.25112535,-119.25743215,353918054312018,A10528533,3,24.03486
1415131650,2014-11-04 12:07:30,34.25112857,-119.25743111,353918054312018,A10480755,2,10.03216
1415134754,2014-11-04 12:59:14,34.14989998,-119.11814787,353918054312018,A10528534,3104,919605.13412
1415134755,2014-11-04 12:59:15,34.14990443,-119.11814326,353918054312018,A10528533,1,31.21974
1415134757,2014-11-04 12:59:17,34.14991028,-119.11814049,353918054312018,A10480755,2,22.41576
1415134762,2014-11-04 12:59:22,34.14993846,-119.11810439,353918054312018,A10528536,5,239.64828
1415134762,2014-11-04 12:59:22,34.14993846,-119.11810439,353918054312018,A10528536,0,0.00000
1415134762,2014-11-04 12:59:22,34.14993846,-119.11810439,353918054312018,A10528536,0,0.00000
1415140352,2014-11-04 14:32:32,34.2510737,-119.25740328,353918054312018,A10480759,5590,919644.99181
1415140356,2014-11-04 14:32:36,34.25107288,-119.25740272,353918054312018,A10528537,4,4.05349
1415140356,2014-11-04 14:32:36,34.25107288,-119.25740272,353918054312018,A10480759,0,0.00000
1415140358,2014-11-04 14:32:38,34.25107286,-119.2574028,353918054312018,A10528539,2,0.51238
1415148001,2014-11-04 16:40:01,34.25109881,-119.25741534,353918054312018,A10480761,7643,100.37916
1415148002,2014-11-04 16:40:02,34.25109725,-119.25741727,353918054312018,A10480760,1,12.83841
1415148003,2014-11-04 16:40:03,34.25109725,-119.25741727,353918054312018,A10528542,1,0.00000
1415148005,2014-11-04 16:40:05,34.25109725,-119.25741727,353918054312018,A10528541,2,0.00000
1415148030,2014-11-04 16:40:30,34.25109758,-119.25741862,353918054312018,A10480761,25,8.64491
1415148031,2014-11-04 16:40:31,34.25109766,-119.25741922,353918054312018,A10480760,1,3.83143
1415148033,2014-11-04 16:40:33,34.25109736,-119.25741925,353918054312018,A10528542,2,0.72684
1415148034,2014-11-04 16:40:34,34.25109632,-119.25741866,353918054312018,A10528541,1,4.47993
1415208248,2014-11-05 09:24:08,34.2466514,-119.25416666,353918054312018,A10528546,60214,23199.01668
1415208251,2014-11-05 09:24:11,34.24665083,-119.25416651,353918054312018,A10528545,3,1.64064
1415208266,2014-11-05 09:24:26,34.24662577,-119.25414446,353918054312018,A10480762,15,152.35627
1415211586,2014-11-05 10:19:46,34.15047607,-119.11813141,353918054312018,A10480762,3320,896405.15243
1415211590,2014-11-05 10:19:50,34.15047463,-119.11813048,353918054312018,A10528546,4,6.83488
1415218451,2014-11-05 12:14:11,34.15034513,-119.11811754,353918054312018,A10528549,6861,316.34246
1415218452,2014-11-05 12:14:12,34.15034648,-119.11811684,353918054312018,A10528551,1,5.48347
1415218453,2014-11-05 12:14:13,34.15034648,-119.11811684,353918054312018,A10528548,1,0.00000
1415218454,2014-11-05 12:14:14,34.15034785,-119.11811617,353918054312018,A10528552,1,5.35715
1415218455,2014-11-05 12:14:15,34.15034875,-119.11811637,353918054312018,A10480764,1,2.47624
1415218456,2014-11-05 12:14:16,34.15034957,-119.11811874,353918054312018,A10528547,1,15.23928
1415218456,2014-11-05 12:14:16,34.15034932,-119.11811678,353918054312018,A10480763,0,12.51497
1415218457,2014-11-05 12:14:17,34.15034989,-119.11812068,353918054312018,A10480765,1,24.91088
1415226348,2014-11-05 14:25:48,34.14955776,-119.11755615,353918054312018,41380464020,7891,4056.38086
1415226348,2014-11-05 14:25:48,34.14955776,-119.11755615,353918054312018,041380464020,0,0.00000
1415227245,2014-11-05 14:40:45,34.15042081,-119.11812133,353918054312018,A10528553,897,4139.67571
1415227247,2014-11-05 14:40:47,34.15042093,-119.11812137,353918054312018,A10480766,2,0.38101
1415227250,2014-11-05 14:40:50,34.15042114,-119.11812143,353918054312018,A10480769,3,0.62585
1415227251,2014-11-05 14:40:51,34.15042122,-119.11812146,353918054312018,A10480770,1,0.26871
1415227252,2014-11-05 14:40:52,34.1504214,-119.11812152,353918054312018,A10528554,1,0.57151
1415227253,2014-11-05 14:40:53,34.15042154,-119.11812156,353918054312018,A10528555,1,0.41724
1415234893,2014-11-05 16:48:13,34.15036192,-119.11806102,353918054312018,A10528558,7640,410.93032
1415234894,2014-11-05 16:48:14,34.15036195,-119.11806106,353918054312018,A10528556,1,0.26475
1415234895,2014-11-05 16:48:15,34.15036195,-119.11806108,353918054312018,A10528559,1,0.12756
1415234897,2014-11-05 16:48:17,34.1503619,-119.11806111,353918054312018,A10480771,2,0.22476
1415234898,2014-11-05 16:48:18,34.15036189,-119.11806112,353918054312018,A10480772,1,0.06800
1415234899,2014-11-05 16:48:19,34.15036187,-119.11806114,353918054312018,A10528557,1,0.13600
1415295697,2014-11-06 09:41:37,34.24613001,-119.25634491,353918054312018,A10480775,60798,910208.11384
1415295698,2014-11-06 09:41:38,34.24613029,-119.25634469,353918054312018,A10528560,1,1.54842
1415305028,2014-11-06 12:17:08,34.24663857,-119.25421225,353918054312018,A10528563,9330,13652.74696
1415305029,2014-11-06 12:17:09,34.24663857,-119.25421225,353918054312018,A10480776,1,0.00000
1415305030,2014-11-06 12:17:10,34.24663858,-119.25421224,353918054312018,A10480776,1,0.06793
1415305032,2014-11-06 12:17:12,34.24664121,-119.2542126,353918054312018,A10528561,2,6.56434
1415305033,2014-11-06 12:17:13,34.24664121,-119.2542126,353918054312018,A10528566,1,0.00000
1415305034,2014-11-06 12:17:14,34.24664522,-119.25421191,353918054312018,A10480778,1,10.35791
1415305038,2014-11-06 12:17:18,34.24665121,-119.25421316,353918054312018,A10480777,4,16.11640
1415305039,2014-11-06 12:17:19,34.24665189,-119.25421326,353918054312018,A10480777,1,1.71318
1415305041,2014-11-06 12:17:21,34.2466517,-119.25421549,353918054312018,A10528562,2,14.23010
1415313497,2014-11-06 14:38:17,34.24634811,-119.25440757,353918054312018,A10528568,8456,1415.91743
1415313499,2014-11-06 14:38:19,34.24634811,-119.25440757,353918054312018,A10480780,2,0.00000
1415313500,2014-11-06 14:38:20,34.24634811,-119.25440758,353918054312018,A10528567,1,0.06378
1415313500,2014-11-06 14:38:20,34.24634811,-119.25440757,353918054312018,A10480779,0,0.06378
1415322365,2014-11-06 17:06:05,34.24989062,-119.2527942,353918054312018,A10528570,8865,13209.28454
1415322370,2014-11-06 17:06:10,34.24984765,-119.25281497,353918054312018,A10480782,5,166.24903
1415322375,2014-11-06 17:06:15,34.24978236,-119.25284468,353918054312018,A10528573,5,243.31373
1415322376,2014-11-06 17:06:16,34.24977025,-119.25284966,353918054312018,A10480781,1,42.54721
1415322379,2014-11-06 17:06:19,34.249745,-119.25285764,353918054312018,A10528572,3,77.93910
1415322388,2014-11-06 17:06:28,34.2496275,-119.25290149,353918054312018,A10528569,9,392.00285
1415322394,2014-11-06 17:06:34,34.24957492,-119.25293084,353918054312018,A10528571,6,223.94363
1415385345,2014-11-07 10:35:45,34.24625279,-119.25570395,353918054312018,A10528578,62951,19317.48560
1415385345,2014-11-07 10:35:45,34.2462582,-119.25572587,353918054312018,A10528576,0,140.37913
1415385346,2014-11-07 10:35:46,34.2462582,-119.25572587,353918054312018,A10528574,1,0.00000
1415385347,2014-11-07 10:35:47,34.24621548,-119.25579345,353918054312018,A10480784,1,442.45627
1415385347,2014-11-07 10:35:47,34.24621548,-119.25579345,353918054312018,A10531099,0,0.00000
1415385349,2014-11-07 10:35:49,34.24615704,-119.25583953,353918054312018,A10528577,2,324.11929
1415385350,2014-11-07 10:35:50,34.24615224,-119.25583176,353918054312018,A10480785,1,50.81301
1415385351,2014-11-07 10:35:51,34.24615456,-119.25582726,353918054312018,A10531100,1,29.20966
1415385352,2014-11-07 10:35:52,34.24615844,-119.25581738,353918054312018,A10528575,1,63.66543
1415385352,2014-11-07 10:35:52,34.24615844,-119.25581738,353918054312018,A10480787,0,0.00000
1415385353,2014-11-07 10:35:53,34.24616086,-119.25581303,353918054312018,A10531098,1,28.31595
1415385353,2014-11-07 10:35:53,34.24616086,-119.25581303,353918054312018,A10480786,0,0.00000
1415394345,2014-11-07 13:05:45,34.25102817,-119.25747339,353918054312018,A10480788,8992,15544.51497
1415394346,2014-11-07 13:05:46,34.25102818,-119.25747339,353918054312018,A10528581,1,0.02337
1415394357,2014-11-07 13:05:57,34.25102824,-119.25747342,353918054312018,A10528581,11,0.23723
1415394359,2014-11-07 13:05:59,34.25102828,-119.25747343,353918054312018,A10480793,2,0.11318
1415394360,2014-11-07 13:06:00,34.25102828,-119.25747342,353918054312018,A10480792,1,0.06378
1415398193,2014-11-07 14:09:53,34.15088537,-119.11781635,353918054312018,A10528580,3833,921252.48271
1415398194,2014-11-07 14:09:54,34.15088481,-119.11781544,353918054312018,A10528582,1,5.95240
1415398195,2014-11-07 14:09:55,34.15088449,-119.11781551,353918054312018,A10531097,1,0.87678
1415398197,2014-11-07 14:09:57,34.15088406,-119.11781677,353918054312018,A10480793,2,8.10012
1415398197,2014-11-07 14:09:57,34.15088406,-119.11781677,353918054312018,A10480793,0,0.00000
1415398198,2014-11-07 14:09:58,34.15088413,-119.11781723,353918054312018,A10528579,1,2.93857
1415398199,2014-11-07 14:09:59,34.15088423,-119.11781746,353918054312018,A10480789,1,1.48579
1415398199,2014-11-07 14:09:59,34.15088423,-119.11781746,353918054312018,A10480792,0,0.00000
1415398200,2014-11-07 14:10:00,34.15088445,-119.11781743,353918054312018,A10528581,1,0.55294
1415398201,2014-11-07 14:10:01,34.15088445,-119.11781743,353918054312018,A10528581,1,0.00000
1415398202,2014-11-07 14:10:02,34.15088466,-119.11781742,353918054312018,A10480791,1,0.49929
1415398202,2014-11-07 14:10:02,34.15088466,-119.11781742,353918054312018,A10480788,0,0.00000
1415409156,2014-11-07 17:12:36,34.15069946,-119.11809164,353918054312018,A10531093,10954,1802.70280
1415409156,2014-11-07 17:12:36,34.15069946,-119.11809164,353918054312018,A10531093,0,0.00000
1415409157,2014-11-07 17:12:37,34.15073554,-119.11808367,353918054312018,A10528586,1,99.11051
1415409157,2014-11-07 17:12:37,34.15071765,-119.11808607,353918054312018,A10531093,0,44.87826
1415409158,2014-11-07 17:12:38,34.15073554,-119.11808367,353918054312018,A10480794,1,44.87826
1415409159,2014-11-07 17:12:39,34.15074256,-119.11808587,353918054312018,A10480799,1,21.70090
1415409159,2014-11-07 17:12:39,34.15074256,-119.11808587,353918054312018,A10480795,0,0.00000
1415409160,2014-11-07 17:12:40,34.15073785,-119.11810031,353918054312018,A10480797,1,92.76706
1415409160,2014-11-07 17:12:40,34.15074353,-119.11809128,353918054312018,A10480795,0,59.13122
1415409161,2014-11-07 17:12:41,34.15073785,-119.11810031,353918054312018,A10531094,1,59.13122
1415409161,2014-11-07 17:12:41,34.15073613,-119.11810542,353918054312018,A10531094,0,32.84350
1415409162,2014-11-07 17:12:42,34.15073613,-119.11810542,353918054312018,A10528585,1,0.00000
1415409162,2014-11-07 17:12:42,34.15073677,-119.11810345,353918054312018,A10528584,0,12.65517
1415413417,2014-11-07 18:23:37,34.24771178,-119.2537335,353918054312018,A10531092,4255,894529.26338
1415413418,2014-11-07 18:23:38,34.2477115,-119.25373347,353918054312018,A10480803,1,0.68205
1415413419,2014-11-07 18:23:39,34.2477114,-119.25373343,353918054312018,A10528587,1,0.34605
1415413419,2014-11-07 18:23:39,34.24771154,-119.25373341,353918054312018,A10480802,0,0.35131
1415413420,2014-11-07 18:23:40,34.24771178,-119.25373339,353918054312018,A10480802,1,0.57545
1415413422,2014-11-07 18:23:42,34.2477117,-119.25373339,353918054312018,A10480800,2,0.18704
1415413423,2014-11-07 18:23:43,34.2477115,-119.25373338,353918054312018,A10528588,1,0.47194
1415413424,2014-11-07 18:23:44,34.24771142,-119.25373338,353918054312018,A10528589,1,0.18704
1415417445,2014-11-07 19:30:45,34.1509078,-119.11802019,353918054312018,A10531092,4021,894939.34666
1415417446,2014-11-07 19:30:46,34.15090763,-119.11802006,353918054312018,A10480803,1,0.92098
1415417447,2014-11-07 19:30:47,34.15090713,-119.11802004,353918054312018,A10480802,1,1.18593
1415417447,2014-11-07 19:30:47,34.15090713,-119.11802004,353918054312018,A10528588,0,0.00000
1415417448,2014-11-07 19:30:48,34.15090695,-119.11802,353918054312018,A10480802,1,0.49523
1415417449,2014-11-07 19:30:49,34.15090664,-119.11801997,353918054312018,A10480803,1,0.75564
1415417450,2014-11-07 19:30:50,34.15090601,-119.11801991,353918054312018,A10480803,1,1.53410
1415417451,2014-11-07 19:30:51,34.15090601,-119.11801991,353918054312018,A10480800,1,0.00000
1415417452,2014-11-07 19:30:52,34.15090582,-119.11801986,353918054312018,A10528587,1,0.54994
1415812963,2014-11-12 09:22:43,34.25050454,-119.25530628,353918054312018,1419762238,395511,906312.00185
1415812963,2014-11-12 09:22:43,34.25050454,-119.25530628,353918054312018,1419762238,0,0.00000
1415813565,2014-11-12 09:32:45,34.2505163,-119.25512468,353918054312018,1546451015,602,1158.58911
1415813565,2014-11-12 09:32:45,34.2505163,-119.25512468,353918054312018,1546451015,0,0.00000
1415813566,2014-11-12 09:32:46,34.2505163,-119.25512467,353918054312018,1546451016,1,0.06378
1415813566,2014-11-12 09:32:46,34.2505163,-119.25512467,353918054312018,1546451016,0,0.00000
1415814017,2014-11-12 09:40:17,34.25073362,-119.25502582,353918054312018,1546451017,451,809.65279
1415814017,2014-11-12 09:40:17,34.25073362,-119.25502582,353918054312018,1546451017,0,0.00000
1415814018,2014-11-12 09:40:18,34.25073362,-119.25502581,353918054312018,1546451018,1,0.06378
1415814018,2014-11-12 09:40:18,34.25073362,-119.25502581,353918054312018,1546451018,0,0.00000
1415814455,2014-11-12 09:47:35,34.2508364,-119.25496035,353918054312018,1546451019,437,481.69510
1415814455,2014-11-12 09:47:35,34.25083641,-119.25496036,353918054312018,1546451020,0,0.06793
1415814455,2014-11-12 09:47:35,34.2508364,-119.25496035,353918054312018,1546451019,0,0.06793
1415814455,2014-11-12 09:47:35,34.25083641,-119.25496036,353918054312018,1546451020,0,0.06793
1415814866,2014-11-12 09:54:26,34.25108555,-119.25487744,353918054312018,1546451021,411,786.65127
1415814866,2014-11-12 09:54:26,34.25108555,-119.25487744,353918054312018,1546451021,0,0.00000
1415814867,2014-11-12 09:54:27,34.25108555,-119.25487744,353918054312018,1546451022,1,0.00000
1415814867,2014-11-12 09:54:27,34.25108555,-119.25487744,353918054312018,1546451022,0,0.00000
1415815255,2014-11-12 10:00:55,34.25122219,-119.25481116,353918054312018,1546451023,388,529.82031
1415815255,2014-11-12 10:00:55,34.25122219,-119.25481116,353918054312018,1546451023,0,0.00000
1415815257,2014-11-12 10:00:57,34.25122221,-119.25481116,353918054312018,1546451024,2,0.04675
1415815257,2014-11-12 10:00:57,34.25122221,-119.25481116,353918054312018,1546451024,0,0.00000
1415815468,2014-11-12 10:04:28,34.25138255,-119.25472557,353918054312018,1546451025,211,662.16086
1415815468,2014-11-12 10:04:28,34.25138255,-119.25472557,353918054312018,1546451025,0,0.00000
1415815871,2014-11-12 10:11:11,34.25144635,-119.25481439,353918054312018,1546451026,403,585.80026
1415815871,2014-11-12 10:11:11,34.25144635,-119.25481439,353918054312018,1546451026,0,0.00000
1415815879,2014-11-12 10:11:19,34.2514463,-119.25481454,353918054312018,1546451027,8,0.96383
1415815879,2014-11-12 10:11:19,34.2514463,-119.25481454,353918054312018,1546451027,0,0.00000
1415816314,2014-11-12 10:18:34,34.2515268,-119.25571483,353918054312018,1546451028,435,5745.22135
